Category,Product,Subject,Date,Class,Decision,Day,Month,Year,Subject_Translate,extracted_subject
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy,25 MAY 2023,information notification for attention,potentially serious,25,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, pronunciation=Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in live clams (Chamelea gallina) from Italy
Bivalve molluscs and products...,food,Norivirus genogroup I and II in clams from Italy,23 MAY 2023,information notification for attention,potentially serious,23,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in clams from Italy, pronunciation=Norovirus genogroup I and II in clams from Italy, extra_data=""{'translat..."")",Norovirus genogroup I and II in clams from Italy
Bivalve molluscs and products...,food,Presence of Salmonella and E.coli in Japonica clams (Venerupis philippinarum) from Portugal,19 MAY 2023,alert notification,serious,19,MAY,2023,"Translated(src=en, dest=en, text=Presence of Salmonella and E.coli in Japonica clams (Venerupis philippinarum) from Portugal, pronunciation=Presence of Salmonella and E.coli in Japonica clams (Venerupis philippinarum) from Portugal, extra_data=""{'translat..."")",Presence of Salmonella and E.coli in Japonica clams (Venerupis philippinarum) from Portugal
Bivalve molluscs and products...,food,Norovirus genogroup I and II in japanese clam from Portugal,19 MAY 2023,information notification for attention,potentially serious,19,MAY,2023,"Translated(src=en, dest=en, text=Norovirus genogroup I and II in japanese clam from Portugal, pronunciation=Norovirus genogroup I and II in japanese clam from Portugal, extra_data=""{'translat..."")",Norovirus genogroup I and II in japanese clam from Portugal
Bivalve molluscs and products...,food,E. Coli superiore ai 230 MPN in vongole (Chamelea gallina) raccolte in area di produzione di tipo A//E. Coli above 230 MPN in clams (Chamelea gallina) harvested in the type A production area//,17 MAY 2023,alert notification,serious,17,MAY,2023,"Translated(src=it, dest=en, text=E. Coli greater than 230 MPN in clams (Chamelea gallina) harvested in the A//E type production area. Coli above 230 MPN in clams (Chamelea gallina) harvested in the type A production area//, pronunciation=[[]], extra_data=""{'translat..."")",E. Coli greater than 230 MPN in clams (Chamelea gallina) harvested in the A//E type production area. Coli above 230 MPN in clams (Chamelea gallina) harvested in the type A production area//
